Price,Address,Square Footage,Year Built,Bed Rooms,Style,Basement,Distance to City Core(KM),Quadrant
642000,86 Somerset Close SW,1322,1994,4,2,Finished,30.3,SW
1220000,44 Moreuil Court SW,2343,1999,4,2,Finished,7.4,SW
1075000,2413 34 Street SW,1960,2023,4,2,Finished,6.4,SW
819000,419 42 Street SW,1065,1956,4,1,Finished,7.6,SW
479000,301 Patterson View SW,1276,1995,2,2,Unfinished,10.8,SW
775000,"246 Inverness Park SE,  T2Z3K9",2140.75,2001,4,2,Finished,25,SE
1377777,"132 Marquis View SE,  T3M 2H4",3067.6,2016,3,2,Finished,31.8,SE
510000,"57 Copperstone Terrace SE,  T2R 1M1",1658,2007,3,2,Unfinished,26.1,SE
565000,"163 Auburn Bay Heights SE,  T3M 0A8",1347.9,2006,4,2,Finished,28.9,SE
779000,"90 Hotchkiss way SE,  T3S 0G1",2550.13,2024,3,2,Unfinished,26.8,SE
849900,"92 Prestwick way SE,  T2Z 4S7",2180,2007,4,2,Finished,25,SE
879900,"214 Cranleigh Bay SE,  T3M 1H4",2159.73,2004,4,2,Unfinished,27.3,SE
499900,"154 Prestwick Rise SE,  T2Z 3Z6",1339.9,2002,3,2,Unfinished,25.3,SE
565000,"152 Lynnview Road SE,  T2C 1X4",1027,1975,2,2,Finished,10,SE
364900,"11 Mahogany Row SE,  T3M 2L6",932,2015,2,0,Unfinished,28.8,SE
869900,"34 DOUGLAS WOODS Way SE,  T2L 1L4",2668,1986,4,2,Finished,20.1,SE
599900,"266 Douglas Ridge Circle SE,  T2Z3H5",1593,1998,4,2,Finished,23.7,SE
299900,"200 Seton Circle SE,  T3M 3N8",500.15,2021,1,0,Unfinished,31.7,SE
718800,"84 Auburn Bay Avenue SE,  T3M 0K7",2064.07,2008,3,2,Finished,31,SE
689900,"53 Copperpond Street SE,  T2Z 1J2",1956,2013,4,2,Finished,27,SE
420000,"1142 Mckenzie Towne Row SE,  T3G4K5",1247,2012,3,2,Finished,25.4,SE
479900,"4347 Seton Drive SE,  T3M 3A7",1555.94,2021,3,3,Unfinished,29.7,SE
499900,"10 Auburn Bay Avenue SE,  T3M 0P7",1753,2010,3,3,Finished,30.7,SE
985000,"489 Mahogany MaUnfinishedr SE,  T3M 0T7",2640,2013,3,2, Unfinished,29.7,SE
369000,"336 Elgin Gardens SE,  T2Z 4T5",1171,2005,3,2,Unfinished,26.1,SE
750000,"23 Prestwick Estate Way SE,  T2Z 3Y9",1934,2001,4,2,Finished,25,SE
462900," 42 Cranbrook Gardens SE,  T3M 3P9",1177,2023,3,0,Unfinished,31.4,SE
499999,"87 Prestwick Heath SE,  T2Z 4E3",1466.1,2002,3,2, Unfinished,25.4,SE
500000,"11403 85 Street SE,  T3S 0A3",931.13,1979,3,2,Unfinished,23.4,SE
625000,"156 Copperfield Common SE,  T2Z 4W9",1764.59,2006,3,2,Unfinished,27.4,SE
268000,"6703 New Brighton Avenue SE,  T2Z 5C8",604.29,2015,1,0,Unfinished,25.4,SE
499000,"113 Mckenzie Towne Drive SE,  T2Z 4J8",1304.62,2003,3,2,Finished,25.5,SE
369969,"310 McKenzie Towne Gate SE,  T2Z 1A6",935,2011,2,0,Unfinished,25.1,SE
299900,"200 Seton Circle SE,  T3M 3X1",500.5,2024,1,0,Unfinished,31.2,SE
550000,"116 Rivercrest Close SE,  T2C 4H3",1262.46,1993,3,2,Finished,16,SE
685000,"145 Masters Row SE,  T3M 2R9",1966,2024,4,2,Finished,32.3,SE
1349000,"13 Auburn Sound Point SE,  T3M 0R9",2763,2017,3,2,Unfinished,30,SE
519900,"814 Cranbrook Walk SE,  T3M 2V5",1129,2021,3,2,Finished,32,SE
637500,"935 Cranston Drive SE,  T3M1B2",1462.18,2005,3,2,Finished,28.5,SE
389900,"11 Mahogany Row SE,  T3M2L6",837.66,2015,2,0,Unfinished,28.8,SE
569500,"903 Mahogany Boulevard SE,  T3M2B6",1558.46,2023,3,3,Unfinished,31.7,SE
589900,"325 Masters Road SE,  T3m 2b6",1453,2021,3,2, Unfinished,32.2,SE
838000,"116 Auburn Glen Green SE,  T3M 0M7",2293,2010,4,2,Finished,29.2,SE
939900,"12826 Douglasview Boulevard SE,  T2Z 2N3",2629.9,1993,5,2,Finished,20.8,SE
595000,"20549 Main Street SE,  T3M 3E9",1456.01,2021,3,2,Unfinished,31.1,SE
324900,"99 Copperstone Park SE,  T2Z 5C9",800,2015,2,0,Unfinished,27,SE
799900,"43 Setonstone Row SE,  T3M 3S1",2405,2024,3,3,Unfinished,31.1,SE
709900,"61 Heirloom Crescent SE,  T3S 0H1",1792.59,2022,3,2,Unfinished,31.2,SE
664900,"129 Masters Row SE,  T3M 2B6",2010,2023,3,2,Unfinished,39.3,SE
649900,"110 Mahogany Heights SE,  T3M0X6",1864,2012,4,2,Finished,29.4,SE
579000,"40 Auburn Bay Green SE,  T3M0A3",1468.2,2006,4,2,Finished,29.1,SE
449900,"10 AUBURN BAY Avenue SE,  T3M 0P8",1397.78,2010,2,3,Unfinished,30.7,SE
549900,"81 Prestwick Rise SE,  T2Z 4A6",1107,2002,2,2,Finished,25.3,SE
649000,"30 Heirloom Manor  SE,  T3S 0H2",1435,2023,4,2,Finished,31.3,SE
639900,"35 Riverstone Crescent SE,  T2C 4A4",1660,1991,4,2,Finished,16.2,SE
